machineName:sensorName,operationalHigh,operationalLow
MCS:EP DIU3 VME VOLT +12V LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME VOLT +15V,16.5,13.5
MCS:EP DIU3 VME VOLT +15V (DUPSIG_01),16.5,13.5
MCS:EP DIU3 VME VOLT +15V HI,1.0,0.0
MCS:EP DIU3 VME VOLT +15V HI (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME VOLT +15V LOW,1.0,0.0
MCS:EP DIU3 VME VOLT +15V LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME VOLT +28V 1,30.8,25.2
MCS:EP DIU3 VME VOLT +28V 1 (DUPSIG_01),30.8,25.2
MCS:EP DIU3 VME VOLT +28V 1 HI,1.0,0.0
MCS:EP DIU3 VME VOLT +28V 1 HI (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME VOLT +28V 1 LOW,1.0,0.0
MCS:EP DIU3 VME VOLT +28V 1 LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME VOLT +28V 2,30.8,25.2
MCS:EP DIU3 VME VOLT +28V 2 (DUPSIG_01),30.8,25.2
MCS:EP DIU3 VME VOLT +28V 2 HI,1.0,0.0
MCS:EP DIU3 VME VOLT +28V 2 HI (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME VOLT +28V 2 LOW,1.0,0.0
MCS:EP DIU3 VME VOLT +28V 2 LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME VOLT +3.3V,3.597,2.97
MCS:EP DIU3 VME VOLT +3.3V (DUPSIG_01),3.597,2.97
MCS:EP DIU3 VME VOLT +3.3V HI,1.0,0.0
MCS:EP DIU3 VME VOLT +3.3V HI (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME VOLT +3.3V LOW,1.0,0.0
MCS:EP DIU3 VME VOLT +3.3V LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME VOLT +5V,5.5,4.5
MCS:EP DIU3 VME VOLT +5V (DUPSIG_01),5.5,4.5
MCS:EP DIU3 VME VOLT +5V HI,1.0,0.0
MCS:EP DIU3 VME VOLT +5V HI (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME VOLT +5V LOW,1.0,0.0
MCS:EP DIU3 VME VOLT +5V LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME VOLT -12V,-10.8,-13.2
MCS:EP DIU3 VME VOLT -12V (DUPSIG_01),-10.8,-13.2
MCS:EP DIU3 VME VOLT -12V HI,1.0,0.0
MCS:EP DIU3 VME VOLT -12V HI (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME VOLT -12V LOW,1.0,0.0
MCS:EP DIU3 VME VOLT -12V LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME VOLT -15V,-13.5,-16.5
MCS:EP DIU3 VME VOLT -15V (DUPSIG_01),-13.5,-16.5
MCS:EP DIU3 VME VOLT -15V HI,1.0,0.0
MCS:EP DIU3 VME VOLT -15V HI (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME VOLT -15V LOW,1.0,0.0
MCS:EP DIU3 VME VOLT -15V LOW (DUPSIG_01),1.0,0.0
MCS:EP EMBEDDED TRAINING MODE,1.0,0.0
MCS:EP HR,23.0,0.0
MCS:EP LOCAL TIME OFFSET,1.0E10,-1.0E10
MCS:EP MILSECS,999.0,0.0
MCS:EP MINS,59.0,0.0
MCS:EP MONTH,12.0,0.0
MCS:EP OP MODE,1.0E10,-1.0E10
MCS:EP SECS,59.0,0.0
MCS:EP YEAR,2100.0,0.0
MCS:ER 1 BLD AIR HDR PRES LOW (DUPSIG_01),1.0,0.0
MCS:ER 1 EXH FAN HI SPD CMD FAIL,1.0,0.0
MCS:ER 1 EXH FAN HI SPD CMD FAIL (DUPSIG_01),1.0,0.0
MCS:ER 1 EXH FAN LOW SPD CMD FAIL,1.0,0.0
MCS:ER 1 EXH FAN LOW SPD CMD FAIL (DUPSIG_01),1.0,0.0
MCS:ER 1 FO ENG SUPL PRES LOW (DUPSIG_01),1.0,0.0
MCS:ER 1 FO SVC HTR TEMP HI (DUPSIG_01),1.0,0.0
MCS:ER 1 FUEL SUPL HDR PRES OOR (DUPSIG_01),1.0,0.0
MCS:ER 1 GTM STARTG AIR TEMP HI (DUPSIG_01),1.0,0.0
MCS:ER 1 HI PRES START AIR BANK PRES LOW (DUPSIG_01),1.0,0.0
MCS:ER 1 LO FLTR/SEP PURIF HTR MALF (DUPSIG_01),1.0,0.0
MCS:ER 1 LO FLTR/SEP PURIF SUMRY FAULT (DUPSIG_01),1.0,0.0
MCS:ER 1 LO SVC HMRB PRES HI (DUPSIG_01),1.0,0.0
MCS:ER 1 LO SVC HMRB PRES LOW (DUPSIG_01),1.0,0.0
MCS:ER 1 LO SVC MRG SUMP (5-206-1-F) LVL LOW (DUPSIG_01),1.0,0.0
MCS:ER 1 LO SVC MRG SUPL TEMP (DUPSIG_01),500.0,-40.0
MCS:ER 1 LO SVC MRG SUPL TEMP HI (DUPSIG_01),1.0,0.0
MCS:ER 1 LO SVC MRG SUPL TEMP LOW (DUPSIG_01),1.0,0.0
MCS:ER 1 LO SVC STRNR DP HI (DUPSIG_01),1.0,0.0
MCS:ER 1 LO SVC THR BRG SUPL PRES LOW (DUPSIG_01),1.0,0.0
MCS:ER 1 MEMBRANE DEHYD DEW PNT HI - SUPVSRY,1.0,0.0
MCS:ER 1 MEMBRANE DEHYD DEW PNT HI - SUPVSRY (DUPSIG_01),1.0,0.0
MCS:ER 1 MEMBRANE DEHYD DEW PNT HI (DUPSIG_01),1.0,0.0
MCS:ER 1 MSKR AIR PRES SUMRY FAULT (DUPSIG_01),1.0,0.0
MCS:ER 1 MSKR AIR TEMP HI (DUPSIG_01),1.0,0.0
MCS:ER 1 PRAIRIE AIR PRES SUMRY FAULT (DUPSIG_01),1.0,0.0
MCS:ER 1 PRAIRIE AIR TEMP HI (DUPSIG_01),1.0,0.0
MCS:ER 1 SUPL FAN HI SPD CMD FAIL,1.0,0.0
MCS:ER 1 SUPL FAN HI SPD CMD FAIL (DUPSIG_01),1.0,0.0
MCS:ER 1 SUPL FAN LOW SPD CMD FAIL,1.0,0.0
MCS:ER 1 SUPL FAN LOW SPD CMD FAIL (DUPSIG_01),1.0,0.0
MCS:ER 1 SW MN PRES LOW (DUPSIG_01),1.0,0.0
MCS:ER 2 BLD AIR HDR PRES LOW (DUPSIG_01),1.0,0.0
MCS:ER 2 EXH FAN PORT HI SPD CMD FAIL,1.0,0.0
MCS:ER 2 EXH FAN PORT HI SPD CMD FAIL (DUPSIG_01),1.0,0.0
MCS:ER 2 EXH FAN PORT LOW SPD CMD FAIL,1.0,0.0
MCS:ER 2 EXH FAN PORT LOW SPD CMD FAIL (DUPSIG_01),1.0,0.0
MCS:ER 2 EXH FAN STBD HI SPD CMD FAIL,1.0,0.0
MCS:ER 2 EXH FAN STBD HI SPD CMD FAIL (DUPSIG_01),1.0,0.0
MCS:ER 2 EXH FAN STBD LOW SPD CMD FAIL,1.0,0.0
MCS:ER 2 EXH FAN STBD LOW SPD CMD FAIL (DUPSIG_01),1.0,0.0
MCS:ER 2 FO ENG SUPL PRES LOW (DUPSIG_01),1.0,0.0
MCS:ER 2 FO SVC HTR TEMP HI (DUPSIG_01),1.0,0.0
MCS:ER 2 FUEL SUPL HDR PRES OOR (DUPSIG_01),1.0,0.0
MCS:ER 2 GTM STARTG AIR TEMP HI (DUPSIG_02),1.0,0.0
MCS:ER 2 HI PRES START AIR BANK PRES LOW (DUPSIG_01),1.0,0.0
MCS:ER 2 LO FLTR/SEP PURIF HTR MALF (DUPSIG_01),1.0,0.0
MCS:ER 2 LO FLTR/SEP PURIF SUMRY FAULT (DUPSIG_01),1.0,0.0
MCS:ER 2 LO SVC HMRB PRES HI (DUPSIG_01),1.0,0.0
MCS:ER 2 LO SVC HMRB PRES LOW (DUPSIG_01),1.0,0.0
MCS:ER 2 LO SVC MRG SUMP (5-254-6-F) LVL LOW (DUPSIG_01),1.0,0.0
MCS:ER 2 LO SVC MRG SUPL TEMP (DUPSIG_01),500.0,-40.0
MCS:ER 2 LO SVC MRG SUPL TEMP HI (DUPSIG_01),1.0,0.0
MCS:ER 2 LO SVC MRG SUPL TEMP LOW (DUPSIG_01),1.0,0.0
MCS:ER 2 LO SVC STRNR DP HI (DUPSIG_01),1.0,0.0
MCS:ER 2 LO SVC THR BRG SUPL PRES LOW (DUPSIG_01),1.0,0.0
MCS:ER 2 MEMBRANE DEHYD DEW PNT HI - SUPVSRY,1.0,0.0
MCS:ER 2 MEMBRANE DEHYD DEW PNT HI - SUPVSRY (DUPSIG_01),1.0,0.0
MCS:ER 2 MEMBRANE DEHYD DEW PNT HI (DUPSIG_01),1.0,0.0
MCS:ER 2 MSKR AIR PRES SUMRY FAULT (DUPSIG_01),1.0,0.0
MCS:ER 2 MSKR AIR TEMP HI (DUPSIG_01),1.0,0.0
MCS:ER 2 PRAIRIE AIR PRES SUMRY FAULT (DUPSIG_01),1.0,0.0
MCS:ER 2 PRAIRIE AIR TEMP HI (DUPSIG_01),1.0,0.0
MCS:ER 2 SUPL FAN PORT HI SPD CMD FAIL,1.0,0.0
MCS:ER 2 SUPL FAN PORT HI SPD CMD FAIL (DUPSIG_01),1.0,0.0
MCS:ER 2 SUPL FAN PORT LOW SPD CMD FAIL,1.0,0.0
MCS:ER 2 SUPL FAN PORT LOW SPD CMD FAIL (DUPSIG_01),1.0,0.0
MCS:ER 2 SUPL FAN STBD HI SPD CMD FAIL,1.0,0.0
MCS:ER 2 SUPL FAN STBD HI SPD CMD FAIL (DUPSIG_01),1.0,0.0
MCS:ER 2 SUPL FAN STBD LOW SPD CMD FAIL,1.0,0.0
MCS:ER 2 SUPL FAN STBD LOW SPD CMD FAIL (DUPSIG_01),1.0,0.0
MCS:ER 2 SW MN PRES LOW (DUPSIG_01),1.0,0.0
MCS:FIRE PMP 1 DISCH PRES LOW (DUPSIG_01),1.0,0.0
MCS:FIRE PMP 1 DISCH PRES LOW (DUPSIG_02),1.0,0.0
MCS:FIRE PMP 2 DISCH PRES LOW (DUPSIG_01),1.0,0.0
MCS:FIRE PMP 2 DISCH PRES LOW (DUPSIG_02),1.0,0.0
MCS:FIRE PMP 3 DISCH PRES LOW (DUPSIG_01),1.0,0.0
MCS:FIRE PMP 3 DISCH PRES LOW (DUPSIG_02),1.0,0.0
MCS:FIRE PMP 4 DISCH PRES LOW (DUPSIG_01),1.0,0.0
MCS:FIRE PMP 4 DISCH PRES LOW (DUPSIG_02),1.0,0.0
MCS:FIRE PMP 5 DISCH PRES LOW (DUPSIG_01),1.0,0.0
MCS:FIRE PMP 5 DISCH PRES LOW (DUPSIG_02),1.0,0.0
MCS:FIRE PMP 6 DISCH PRES LOW (DUPSIG_01),1.0,0.0
MCS:FIRE PMP 6 DISCH PRES LOW (DUPSIG_02),1.0,0.0
MCS:FM PORT AFT OF FR 370 PRES LOW (DUPSIG_01),1.0,0.0
MCS:FM PORT AFT OF FR 370 PRES LOW (DUPSIG_02),1.0,0.0
MCS:FM STBD FWD OF FR 126 PRES LOW (DUPSIG_01),1.0,0.0
MCS:FM STBD FWD OF FR 126 PRES LOW (DUPSIG_02),1.0,0.0
MCS:FO FLTR/COALSCR 1A DP HI (DUPSIG_01),1.0,0.0
MCS:FO FLTR/COALSCR 1B DP HI (DUPSIG_01),1.0,0.0
MCS:FO FLTR/COALSCR 1B DP OOR (DUPSIG_01),1.0,0.0
MCS:FO FLTR/COALSCR 2A DP HI (DUPSIG_01),1.0,0.0
MCS:FO FLTR/COALSCR 2B DP HI (DUPSIG_01),1.0,0.0
MCS:FO FLTR/COALSCR 2B DP OOR (DUPSIG_01),1.0,0.0
MCS:FO GRAV TNK (2-174-2-F) LVL (DUPSIG_01),503.0,0.0
MCS:FO GRAV TNK (2-174-2-F) LVL HI (DUPSIG_01),1.0,0.0
MCS:FO GRAV TNK (2-174-2-F) LVL LOW (DUPSIG_01),1.0,0.0
MCS:FO GRAV TNK (2-298-1-F) LVL (DUPSIG_01),503.0,0.0
MCS:FO GRAV TNK (2-298-1-F) LVL HI (DUPSIG_01),1.0,0.0
MCS:FO GRAV TNK (2-298-1-F) LVL LOW (DUPSIG_01),1.0,0.0
MCS:FO PREFLTR 1A DP HI (DUPSIG_01),1.0,0.0
MCS:FO PREFLTR 1B DP HI (DUPSIG_01),1.0,0.0
MCS:FO PREFLTR 1B DP OOR (DUPSIG_01),1.0,0.0
MCS:FO PREFLTR 2A DP HI (DUPSIG_01),1.0,0.0
MCS:FO PREFLTR 2B DP HI (DUPSIG_01),1.0,0.0
MCS:FO PREFLTR 2B DP OOR (DUPSIG_01),1.0,0.0
MCS:FO PURIF 1 HTR TEMP HI - SUPVSRY,1.0,0.0
MCS:FO PURIF 1 HTR TEMP HI - SUPVSRY (DUPSIG_01),1.0,0.0
MCS:FO PURIF 1 HTR TEMP HI (DUPSIG_01),1.0,0.0
MCS:FO PURIF 1 MALF - SUPVSRY,1.0,0.0
MCS:FO PURIF 1 MALF - SUPVSRY (DUPSIG_01),1.0,0.0
MCS:FO PURIF 1 MALF (DUPSIG_01),1.0,0.0
MCS:FO PURIF 2 HTR TEMP HI - SUPVSRY,1.0,0.0
MCS:FO PURIF 2 HTR TEMP HI - SUPVSRY (DUPSIG_01),1.0,0.0
MCS:FO PURIF 2 HTR TEMP HI (DUPSIG_01),1.0,0.0
MCS:FO PURIF 2 MALF - SUPVSRY,1.0,0.0
MCS:FO PURIF 2 MALF - SUPVSRY (DUPSIG_01),1.0,0.0
MCS:FO PURIF 2 MALF (DUPSIG_01),1.0,0.0
MCS:FO SVC PMP 1A DISCH PRES LOW (DUPSIG_01),1.0,0.0
MCS:FO SVC PMP 1B DISCH PRES LOW (DUPSIG_01),1.0,0.0
MCS:FO SVC PMP 2A DISCH PRES LOW (DUPSIG_01),1.0,0.0
MCS:FO SVC PMP 2B DISCH PRES LOW (DUPSIG_01),1.0,0.0
MCS:FO SVC TNK (4-220-1-F) LVL (DUPSIG_01),22925.0,414.0
MCS:FO SVC TNK (4-220-1-F) LVL HI (DUPSIG_01),1.0,0.0
MCS:FO SVC TNK (4-220-1-F) LVL LOW (DUPSIG_01),1.0,0.0
MCS:FO SVC TNK (4-220-4-F) LVL (DUPSIG_01),17785.0,156.0
MCS:FO SVC TNK (4-220-4-F) LVL HI (DUPSIG_01),1.0,0.0
MCS:FO SVC TNK (4-220-4-F) LVL LOW (DUPSIG_01),1.0,0.0
MCS:FO SVC TNK (4-300-1-F) LVL (DUPSIG_01),17838.0,27.0
MCS:FO SVC TNK (4-300-1-F) LVL HI (DUPSIG_01),1.0,0.0
MCS:FO SVC TNK (4-300-1-F) LVL LOW (DUPSIG_01),1.0,0.0
MCS:FO SVC TNK (5-300-4-F) LVL (DUPSIG_01),20277.0,17.0
MCS:FO SVC TNK (5-300-4-F) LVL HI (DUPSIG_01),1.0,0.0
MCS:FO SVC TNK (5-300-4-F) LVL LOW (DUPSIG_01),1.0,0.0
MCS:FO XFER PMP 1 DISCH PRES LOW (DUPSIG_01),1.0,0.0
MCS:FO XFER PMP 1 DISCH PRES LOW (DUPSIG_02),1.0,0.0
MCS:FO XFER PMP 1 DISCH PRES LOW (DUPSIG_03),1.0,0.0
MCS:FO XFER PMP 1 ON (DUPSIG_01),1.0,0.0
MCS:FO XFER PMP 1 ON (DUPSIG_02),1.0,0.0
MCS:FO XFER PMP 2 DISCH PRES LOW (DUPSIG_01),1.0,0.0
MCS:FO XFER PMP 2 DISCH PRES LOW (DUPSIG_02),1.0,0.0
MCS:FO XFER PMP 2 DISCH PRES LOW (DUPSIG_03),1.0,0.0
MCS:FO XFER PMP 2 ON (DUPSIG_01),1.0,0.0
MCS:FO XFER PMP 2 ON (DUPSIG_02),1.0,0.0
MCS:FO XFER TNK GRP 3 STRG TNK 3 (5-300-1-F) LVL (DUPSIG_01),9124.0,0.0
MCS:FO XFER TNK GRP 3 STRG TNK 3 (5-300-1-F) LVL IN PORT HI (DUPSIG_01),1.0,0.0
MCS:FO XFER TNK GRP 3 STRG TNK 3 (5-300-1-F) LVL IN PORT HIHI (DUPSIG_01),1.0,0.0
MCS:FUEL PMP 1A UNAVAIL (DUPSIG_01),1.0,0.0
MCS:FUEL PMP 1B UNAVAIL (DUPSIG_01),1.0,0.0
MCS:FUEL PMP 2A UNAVAIL (DUPSIG_01),1.0,0.0
MCS:FUEL PMP 2B UNAVAIL (DUPSIG_01),1.0,0.0
MCS:FULL AHEAD ADJMNT PA DIU4 OOR,1.0,0.0
MCS:FULL AHEAD ADJMNT PA DIU4 OOR (DUPSIG_01),1.0,0.0
MCS:FULL AHEAD ADJMNT PA DIU5 OOR,1.0,0.0
MCS:FULL AHEAD ADJMNT PA DIU5 OOR (DUPSIG_01),1.0,0.0
MCS:FULL ASTERN ADJMNT PA DIU4 OOR,1.0,0.0
MCS:FULL ASTERN ADJMNT PA DIU4 OOR (DUPSIG_01),1.0,0.0
MCS:FULL ASTERN ADJMNT PA DIU5 OOR,1.0,0.0
MCS:FULL ASTERN ADJMNT PA DIU5 OOR (DUPSIG_01),1.0,0.0
MCS:GEN PROTECTN MODULE 1SG FAILD (DUPSIG_01),1.0,0.0
MCS:GEN PROTECTN MODULE 1SG FAULT CURRENT TRIP INITD (DUPSIG_01),1.0,0.0
MCS:GEN PROTECTN MODULE 1SG LOAD SHED STG 1 INITD (DUPSIG_01),1.0,0.0
MCS:GEN PROTECTN MODULE 1SG LOAD SHED STG 2 INITD (DUPSIG_01),1.0,0.0
MCS:GEN PROTECTN MODULE 1SG RVRS PWR TRIP INITD (DUPSIG_01),1.0,0.0
MCS:GEN PROTECTN MODULE 2SG FAILD (DUPSIG_01),1.0,0.0
MCS:GEN PROTECTN MODULE 2SG FAULT CURRENT TRIP INITD (DUPSIG_01),1.0,0.0
MCS:GEN PROTECTN MODULE 2SG LOAD SHED STG 1 INITD (DUPSIG_01),1.0,0.0
MCS:GEN PROTECTN MODULE 2SG LOAD SHED STG 2 INITD (DUPSIG_01),1.0,0.0
MCS:GEN PROTECTN MODULE 2SG RVRS PWR TRIP INITD (DUPSIG_01),1.0,0.0
MCS:GEN PROTECTN MODULE 3SG FAILD (DUPSIG_01),1.0,0.0
MCS:GEN PROTECTN MODULE 3SG FAULT CURRENT TRIP INITD (DUPSIG_01),1.0,0.0
MCS:GEN PROTECTN MODULE 3SG LOAD SHED STG 1 INITD (DUPSIG_01),1.0,0.0
MCS:GEN PROTECTN MODULE 3SG LOAD SHED STG 2 INITD (DUPSIG_01),1.0,0.0
MCS:GEN PROTECTN MODULE 3SG RVRS PWR TRIP INITD (DUPSIG_01),1.0,0.0
MCS:GEN RM HI PRES START AIR BANK PRES,6000.0,0.0
MCS:GEN RM HI PRES START AIR BANK PRES LOW,1.0,0.0
MCS:GEN RM HI PRES START AIR BANK PRES LOW (DUPSIG_01),1.0,0.0
MCS:GT WST DRN TNK (4-370-2-F) LVL HI (DUPSIG_01),1.0,0.0
MCS:GTG 1 BLOW-IN DOOR OPND (DUPSIG_01),1.0,0.0
MCS:GTG 1 BLOW-IN DOOR OPND (DUPSIG_02),1.0,0.0
MCS:GTG 1 BLOW-IN DOOR OPND (DUPSIG_03),1.0,0.0
MCS:GTG 1 COMP DISCH PRES FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 COMP IN TEMP 1 FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 COMP IN TEMP 1 OUT OF AVG (DUPSIG_01),1.0,0.0
MCS:GTG 1 COMP IN TEMP 2 FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 COMP IN TEMP 2 OUT OF AVG (DUPSIG_01),1.0,0.0
MCS:GTG 1 CTIT FAIL TO FIRE S/D (DUPSIG_03),1.0,0.0
MCS:GTG 1 CTIT HI (DUPSIG_03),1.0,0.0
MCS:GTG 1 CTIT HI S/D (DUPSIG_03),1.0,0.0
MCS:GTG 1 CTIT LOW S/D (DUPSIG_01),1.0,0.0
MCS:GTG 1 CTRL IN LOC (DUPSIG_05),1.0,0.0
MCS:GTG 1 CTRL ON BTRY PWR (DUPSIG_01),1.0,0.0
MCS:GTG 1 ENG LO SUPL PRES FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 ENG LO SUPL PRES LOW (DUPSIG_01),1.0,0.0
MCS:GTG 1 ENG LO SUPL PRES LOW S/D (DUPSIG_01),1.0,0.0
MCS:GTG 1 ENG THERMOCPL REFERENCE JUNCTION SIG FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 ENG THERMOCPL SEN FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 EXT OVRSPD S/D (DUPSIG_01),1.0,0.0
MCS:GTG 1 EXT OVRTEMP S/D (DUPSIG_01),1.0,0.0
MCS:GTG 1 FADC ETHNET SWITCH FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 FADC KW SIG FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 FAIL TO REACH 2400 S/D (DUPSIG_01),1.0,0.0
MCS:GTG 1 FAIL TO REACH 9100 S/D (DUPSIG_01),1.0,0.0
MCS:GTG 1 FUEL MNFLD BCKUP CLG ON (DUPSIG_01),1.0,0.0
MCS:GTG 1 FUEL MNFLD BCKUP RELIEF VLV OPND (DUPSIG_01),1.0,0.0
MCS:GTG 1 FUEL MNFLD PRES FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 FUEL MNFLD PRES S/D (DUPSIG_01),1.0,0.0
MCS:GTG 1 FUEL VLV CMD/FDBK S/D (DUPSIG_01),1.0,0.0
MCS:GTG 1 FUEL VLV FDBK FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 GEN ALTERNATE VOLT REG IN CTRL (DUPSIG_01),1.0,0.0
MCS:GTG 1 GEN CLG AIR TEMP FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 GEN CLG AIR TEMP HI (DUPSIG_01),1.0,0.0
MCS:GTG 1 GEN CURRENT HI (DUPSIG_01),1.0,0.0
MCS:GTG 1 GEN DE BRG TEMP FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 GEN DE BRG TEMP HI (DUPSIG_01),1.0,0.0
MCS:GTG 1 GEN FREQ OOR (DUPSIG_01),1.0,0.0
MCS:GTG 1 GEN LO SUPL PRES FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 GEN LO SUPL PRES LOW (DUPSIG_01),1.0,0.0
MCS:GTG 1 GEN LO SUPL PRES S/D (DUPSIG_01),1.0,0.0
MCS:GTG 1 GEN NDE BRG TEMP FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 GEN NDE BRG TEMP HI (DUPSIG_01),1.0,0.0
MCS:GTG 1 GEN PWR OOR (DUPSIG_01),1.0,0.0
MCS:GTG 1 GEN VOLT OOR (DUPSIG_01),1.0,0.0
MCS:GTG 1 GRBX BRG HI SPD DE TEMP FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 GRBX BRG HI SPD DE TEMP HI (DUPSIG_01),1.0,0.0
MCS:GTG 1 GRBX BRG LOW SPD PE TEMP FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 GRBX BRG LOW SPD PE TEMP HI (DUPSIG_01),1.0,0.0
MCS:GTG 1 GRBX HI SPD NDE BRG TEMP FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 GRBX HI SPD NDE BRG TEMP HI (DUPSIG_01),1.0,0.0
MCS:GTG 1 GRBX LOW SPD CE BRG TEMP FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 GRBX LOW SPD CE BRG TEMP HI (DUPSIG_01),1.0,0.0
MCS:GTG 1 HUMID FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 IN DP HI (DUPSIG_01),1.0,0.0
MCS:GTG 1 INSTRUMENT AIR PRES LOW (DUPSIG_01),1.0,0.0
MCS:GTG 1 INTAKE ICING (DUPSIG_01),1.0,0.0
MCS:GTG 1 LO CONTAMINATED (DUPSIG_01),1.0,0.0
MCS:GTG 1 LOADSHARE FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 MAG SPD SIG DIF HI (DUPSIG_01),1.0,0.0
MCS:GTG 1 MICRONET CHASSIS TEMP HI (DUPSIG_01),1.0,0.0
MCS:GTG 1 MICRONET FUSE FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 MICRONET MODULE FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 MODULE CLG FAN OFF (DUPSIG_01),1.0,0.0
MCS:GTG 1 MODULE FIRE (DUPSIG_01),1.0,0.0
MCS:GTG 1 MODULE FIRE (DUPSIG_02),1.0,0.0
MCS:GTG 1 MODULE FIRE (DUPSIG_03),1.0,0.0
MCS:GTG 1 MODULE FIRE (DUPSIG_04),1.0,0.0
MCS:GTG 1 MODULE FIRE (DUPSIG_05),1.0,0.0
MCS:GTG 1 MODULE TEMP FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 MODULE TEMP HI (DUPSIG_01),1.0,0.0
MCS:GTG 1 OVRSPD S/D (DUPSIG_01),1.0,0.0
MCS:GTG 1 PHASE ANGLE OOR (DUPSIG_01),1.0,0.0
MCS:GTG 1 PRI FUEL FLTR CLOGD (DUPSIG_01),1.0,0.0
MCS:GTG 1 PRI FUEL FLTR IN PRES FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 PRI HALON ACTUATED (DUPSIG_01),1.0,0.0
MCS:GTG 1 PRI HALON ACTUATED (DUPSIG_02),1.0,0.0
MCS:GTG 1 PRI HALON ACTUATED (DUPSIG_03),1.0,0.0
MCS:GTG 1 PRI HALON RELEASED (DUPSIG_01),1.0,0.0
MCS:GTG 1 PRI HALON RELEASED (DUPSIG_02),1.0,0.0
MCS:GTG 1 PRI HALON RELEASED (DUPSIG_03),1.0,0.0
MCS:GTG 1 PRI/RSV HALON PWR FAILR (DUPSIG_01),1.0,0.0
MCS:GTG 1 PRI/RSV HALON PWR FAILR (DUPSIG_02),1.0,0.0
MCS:GTG 1 PRI/RSV HALON PWR FAILR (DUPSIG_03),1.0,0.0
MCS:GTG 1 RECURRING SUMRY ALM DETCTD,1.0,0.0
MCS:GTG 1 RSV HALON ACTUATED (DUPSIG_01),1.0,0.0
MCS:GTG 1 RSV HALON ACTUATED (DUPSIG_02),1.0,0.0
MCS:GTG 1 RSV HALON ACTUATED (DUPSIG_03),1.0,0.0
MCS:GTG 1 RSV HALON RELEASED (DUPSIG_01),1.0,0.0
MCS:GTG 1 RSV HALON RELEASED (DUPSIG_02),1.0,0.0
MCS:GTG 1 RSV HALON RELEASED (DUPSIG_03),1.0,0.0
MCS:GTG 1 SECNDRY FUEL FLTR CLOGD (DUPSIG_01),1.0,0.0
MCS:GTG 1 SECNDRY FUEL FLTR OUT PRES FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 SPD HI (DUPSIG_01),1.0,0.0
MCS:GTG 1 SPD INPUT 1 FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 SPD INPUT 2 FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 SPD SIG FAIL S/D (DUPSIG_01),1.0,0.0
MCS:GTG 1 SPD SIG TO M5 FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 SPD SIG TO SWBD FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 SPD SLOW START S/D (DUPSIG_01),1.0,0.0
MCS:GTG 1 SPD STAGNATION S/D (DUPSIG_01),1.0,0.0
MCS:GTG 1 SPD UNDRSPD S/D (DUPSIG_01),1.0,0.0
MCS:GTG 1 START AIR PRES FAILD (DUPSIG_01),1.0,0.0
MCS:GTG 1 START OVR TEMP S/D (DUPSIG_01),1.0,0.0
