machineName:sensorName,operationalHigh,operationalLow
MCS:EP DIU2 TO UCC 2 SP CHAN T/O,1.0,0.0
MCS:EP DIU2 TO UCC 2 SP CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU2 TO UCC 2 WS CHAN T/O,1.0,0.0
MCS:EP DIU2 TO UCC 2 WS CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU2 TO UCC 3 SP CHAN T/O,1.0,0.0
MCS:EP DIU2 TO UCC 3 SP CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU2 TO UCC 3 WS CHAN T/O,1.0,0.0
MCS:EP DIU2 TO UCC 3 WS CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU2 TO UCC 4 SP CHAN T/O,1.0,0.0
MCS:EP DIU2 TO UCC 4 SP CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU2 TO UCC 4 WS CHAN T/O,1.0,0.0
MCS:EP DIU2 TO UCC 4 WS CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU2 UNIT CTRLR,1.0E10,-1.0E10
MCS:EP DIU2 UPS BYP ON,1.0,0.0
MCS:EP DIU2 UPS BYP ON (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME FAN 1 SPD,10000.0,500.0
MCS:EP DIU2 VME FAN 1 SPD LOW,1.0,0.0
MCS:EP DIU2 VME FAN 1 SPD LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME FAN 2 SPD,10000.0,500.0
MCS:EP DIU2 VME FAN 2 SPD LOW,1.0,0.0
MCS:EP DIU2 VME FAN 2 SPD LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME FAN 3 SPD,10000.0,500.0
MCS:EP DIU2 VME FAN 3 SPD LOW,1.0,0.0
MCS:EP DIU2 VME FAN 3 SPD LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME FAN 4 SPD,10000.0,500.0
MCS:EP DIU2 VME FAN 4 SPD LOW,1.0,0.0
MCS:EP DIU2 VME FAN 4 SPD LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME GND ISOLATION LOW,1.0,0.0
MCS:EP DIU2 VME GND ISOLATION LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME VOLT +12V,13.2,10.8
MCS:EP DIU2 VME VOLT +12V (DUPSIG_01),13.2,10.8
MCS:EP DIU2 VME VOLT +12V HI,1.0,0.0
MCS:EP DIU2 VME VOLT +12V HI (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME VOLT +12V LOW,1.0,0.0
MCS:EP DIU2 VME VOLT +12V LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME VOLT +15V,16.5,13.5
MCS:EP DIU2 VME VOLT +15V (DUPSIG_01),16.5,13.5
MCS:EP DIU2 VME VOLT +15V HI,1.0,0.0
MCS:EP DIU2 VME VOLT +15V HI (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME VOLT +15V LOW,1.0,0.0
MCS:EP DIU2 VME VOLT +15V LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME VOLT +28V 1,30.8,25.2
MCS:EP DIU2 VME VOLT +28V 1 (DUPSIG_01),30.8,25.2
MCS:EP DIU2 VME VOLT +28V 1 HI,1.0,0.0
MCS:EP DIU2 VME VOLT +28V 1 HI (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME VOLT +28V 1 LOW,1.0,0.0
MCS:EP DIU2 VME VOLT +28V 1 LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME VOLT +28V 2,30.8,25.2
MCS:EP DIU2 VME VOLT +28V 2 (DUPSIG_01),30.8,25.2
MCS:EP DIU2 VME VOLT +28V 2 HI,1.0,0.0
MCS:EP DIU2 VME VOLT +28V 2 HI (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME VOLT +28V 2 LOW,1.0,0.0
MCS:EP DIU2 VME VOLT +28V 2 LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME VOLT +3.3V,3.597,2.97
MCS:EP DIU2 VME VOLT +3.3V (DUPSIG_01),3.597,2.97
MCS:EP DIU2 VME VOLT +3.3V HI,1.0,0.0
MCS:EP DIU2 VME VOLT +3.3V HI (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME VOLT +3.3V LOW,1.0,0.0
MCS:EP DIU2 VME VOLT +3.3V LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME VOLT +5V,5.5,4.5
MCS:EP DIU2 VME VOLT +5V (DUPSIG_01),5.5,4.5
MCS:EP DIU2 VME VOLT +5V HI,1.0,0.0
MCS:EP DIU2 VME VOLT +5V HI (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME VOLT +5V LOW,1.0,0.0
MCS:EP DIU2 VME VOLT +5V LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME VOLT -12V,-10.8,-13.2
MCS:EP DIU2 VME VOLT -12V (DUPSIG_01),-10.8,-13.2
MCS:EP DIU2 VME VOLT -12V HI,1.0,0.0
MCS:EP DIU2 VME VOLT -12V HI (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME VOLT -12V LOW,1.0,0.0
MCS:EP DIU2 VME VOLT -12V LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME VOLT -15V,-13.5,-16.5
MCS:EP DIU2 VME VOLT -15V (DUPSIG_01),-13.5,-16.5
MCS:EP DIU2 VME VOLT -15V HI,1.0,0.0
MCS:EP DIU2 VME VOLT -15V HI (DUPSIG_01),1.0,0.0
MCS:EP DIU2 VME VOLT -15V LOW,1.0,0.0
MCS:EP DIU2 VME VOLT -15V LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A10 MUX ANLG-IN HI ERR,1.0,0.0
MCS:EP DIU3 A10 MUX ANLG-IN HI ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A10 MUX ANLG-IN LOW ERR,1.0,0.0
MCS:EP DIU3 A10 MUX ANLG-IN LOW ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A10 MUX ANLG-OUT ERR,1.0,0.0
MCS:EP DIU3 A10 MUX ANLG-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A11 MUX ANLG-IN HI ERR,1.0,0.0
MCS:EP DIU3 A11 MUX ANLG-IN HI ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A11 MUX ANLG-IN LOW ERR,1.0,0.0
MCS:EP DIU3 A11 MUX ANLG-IN LOW ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A11 MUX ANLG-OUT ERR,1.0,0.0
MCS:EP DIU3 A11 MUX ANLG-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A12 MUX ANLG-IN HI ERR,1.0,0.0
MCS:EP DIU3 A12 MUX ANLG-IN HI ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A12 MUX ANLG-IN LOW ERR,1.0,0.0
MCS:EP DIU3 A12 MUX ANLG-IN LOW ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A12 MUX ANLG-OUT ERR,1.0,0.0
MCS:EP DIU3 A12 MUX ANLG-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A12 VME GND ISO-OUT ERR,1.0,0.0
MCS:EP DIU3 A12 VME GND ISO-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A13 MUX ANLG-IN HI ERR,1.0,0.0
MCS:EP DIU3 A13 MUX ANLG-IN HI ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A13 MUX ANLG-IN LOW ERR,1.0,0.0
MCS:EP DIU3 A13 MUX ANLG-IN LOW ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A13 MUX ANLG-OUT ERR,1.0,0.0
MCS:EP DIU3 A13 MUX ANLG-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A2 FUSE F10A JP-5 DT BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE F11A FO TG6 BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE F12A FO ST BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE F20A JP-5 ST BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE F21A FO TG6 BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE F21A FO TG6 BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A2 FUSE F24A FO ST BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE F27B SB 1S BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A2 FUSE F31A JP-5 ST BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE F31B FO HDR BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE F31B FO HDR BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A2 FUSE F32A FO HDR BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE F32A FO HDR BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A2 FUSE F32B FO TG5 BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE F32B FO TG5 BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A2 FUSE F35B FO TG5 BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE F36A FO TG5 BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE F36B FO TG6 BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE F7A JP-5 ST BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE F8A JP-5 ST BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE XF12 HS PWR BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE XF12 HS PWR BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A2 FUSE XF13 GTG 3 BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE XF13 GTG 3 BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A2 FUSE XF14 GTG 3 BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE XF14 GTG 3 BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A2 FUSE XF6 HS PWR BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE XF6 HS PWR BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A2 FUSE XF7 HS PWR BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE XF7 HS PWR BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A2 FUSE XF8 HS PWR BLOWN,1.0,0.0
MCS:EP DIU3 A2 FUSE XF8 HS PWR BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A5 MUX DISC-IN HI ERR,1.0,0.0
MCS:EP DIU3 A5 MUX DISC-IN HI ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A5 MUX DISC-IN LOW ERR,1.0,0.0
MCS:EP DIU3 A5 MUX DISC-IN LOW ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A5 MUX DISC-OUT ERR,1.0,0.0
MCS:EP DIU3 A5 MUX DISC-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A5 VME DISC-IN HI ERR,1.0,0.0
MCS:EP DIU3 A5 VME DISC-IN HI ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A5 VME DISC-IN LOW ERR,1.0,0.0
MCS:EP DIU3 A5 VME DISC-IN LOW ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A5 VME DISC-OUT ERR,1.0,0.0
MCS:EP DIU3 A5 VME DISC-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A6 MUX DISC-IN HI ERR,1.0,0.0
MCS:EP DIU3 A6 MUX DISC-IN HI ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A6 MUX DISC-IN LOW ERR,1.0,0.0
MCS:EP DIU3 A6 MUX DISC-IN LOW ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A6 MUX DISC-OUT ERR,1.0,0.0
MCS:EP DIU3 A6 MUX DISC-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A6 VME ANLG-IN HI ERR,1.0,0.0
MCS:EP DIU3 A6 VME ANLG-IN HI ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A6 VME ANLG-IN LOW ERR,1.0,0.0
MCS:EP DIU3 A6 VME ANLG-IN LOW ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A6 VME ANLG-OUT ERR,1.0,0.0
MCS:EP DIU3 A6 VME ANLG-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A7 MUX DISC-IN HI ERR,1.0,0.0
MCS:EP DIU3 A7 MUX DISC-IN HI ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A7 MUX DISC-IN LOW ERR,1.0,0.0
MCS:EP DIU3 A7 MUX DISC-IN LOW ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A7 MUX DISC-OUT ERR,1.0,0.0
MCS:EP DIU3 A7 MUX DISC-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A7 VME RELAY-OUT ERR,1.0,0.0
MCS:EP DIU3 A7 VME RELAY-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A8 MUX ANLG-IN HI ERR,1.0,0.0
MCS:EP DIU3 A8 MUX ANLG-IN HI ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A8 MUX ANLG-IN LOW ERR,1.0,0.0
MCS:EP DIU3 A8 MUX ANLG-IN LOW ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A8 MUX ANLG-OUT ERR,1.0,0.0
MCS:EP DIU3 A8 MUX ANLG-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A9 MUX ANLG-IN HI ERR,1.0,0.0
MCS:EP DIU3 A9 MUX ANLG-IN HI ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A9 MUX ANLG-IN LOW ERR,1.0,0.0
MCS:EP DIU3 A9 MUX ANLG-IN LOW ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 A9 MUX ANLG-OUT ERR,1.0,0.0
MCS:EP DIU3 A9 MUX ANLG-OUT ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 ANLG CARD SHIELD ERR,1.0,0.0
MCS:EP DIU3 ANLG MUX A10 SHIELD ERR,1.0,0.0
MCS:EP DIU3 ANLG MUX A11 SHIELD ERR,1.0,0.0
MCS:EP DIU3 ANLG MUX A12 SHIELD ERR,1.0,0.0
MCS:EP DIU3 ANLG MUX A13 SHIELD ERR,1.0,0.0
MCS:EP DIU3 ANLG MUX A8 SHIELD ERR,1.0,0.0
MCS:EP DIU3 ANLG MUX A9 SHIELD ERR,1.0,0.0
MCS:EP DIU3 AWF CTRLR,1.0E50,-1.0E50
MCS:EP DIU3 BTRY DAMAGED,1.0,0.0
MCS:EP DIU3 BTRY DAMAGED (DUPSIG_01),1.0,0.0
MCS:EP DIU3 BTRY FAILR,1.0,0.0
MCS:EP DIU3 BTRY FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 BTRY LOW,1.0,0.0
MCS:EP DIU3 BTRY LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU3 BTRY ON,1.0,0.0
MCS:EP DIU3 BTRY ON (DUPSIG_01),1.0,0.0
MCS:EP DIU3 BTRY OVRTEMP,1.0,0.0
MCS:EP DIU3 BTRY OVRTEMP (DUPSIG_01),1.0,0.0
MCS:EP DIU3 CABINET SEN 1 TEMP HI,1.0,0.0
MCS:EP DIU3 CABINET SEN 1 TEMP HI (DUPSIG_01),1.0,0.0
MCS:EP DIU3 CABINET SEN 2 TEMP HI,1.0,0.0
MCS:EP DIU3 CABINET SEN 2 TEMP HI (DUPSIG_01),1.0,0.0
MCS:EP DIU3 CALIB SIGNATURE WORD FAIL,1.0,0.0
MCS:EP DIU3 CALIB SIGNATURE WORD FAIL (DUPSIG_01),1.0E10,-1.0E10
MCS:EP DIU3 CCA BOARD ID,147.0,127.0
MCS:EP DIU3 CCA TEMP,167.0,14.0
MCS:EP DIU3 CCA TEMP (DUPSIG_01),167.0,14.0
MCS:EP DIU3 CCA TEMP HI,1.0,0.0
MCS:EP DIU3 CCA TEMP HI (DUPSIG_01),1.0,0.0
MCS:EP DIU3 CCA TEMP LOW,1.0,0.0
MCS:EP DIU3 CCA TEMP LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU3 CHARGER FAILR,1.0,0.0
MCS:EP DIU3 CHARGER FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 FLASH MEMORY ERR,1.0,0.0
MCS:EP DIU3 FLASH MEMORY ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 MEMORY ERR,1.0,0.0
MCS:EP DIU3 MEMORY ERR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 NET ADAPTER FAILR,1.0,0.0
MCS:EP DIU3 NET ADAPTER FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 OP MODE,1.0E10,-1.0E10
MCS:EP DIU3 PROCESSOR FAILR,1.0,0.0
MCS:EP DIU3 PROCESSOR FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +12V MODULE A FAILR,1.0,0.0
MCS:EP DIU3 PS +12V MODULE A FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +12V MODULE A FUSE BLOWN,1.0,0.0
MCS:EP DIU3 PS +12V MODULE A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +12V MODULE B FAILR,1.0,0.0
MCS:EP DIU3 PS +12V MODULE B FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +12V MODULE B FUSE BLOWN,1.0,0.0
MCS:EP DIU3 PS +12V MODULE B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +15V MODULE A FAILR,1.0,0.0
MCS:EP DIU3 PS +15V MODULE A FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +15V MODULE A FUSE BLOWN,1.0,0.0
MCS:EP DIU3 PS +15V MODULE A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +15V MODULE B FAILR,1.0,0.0
MCS:EP DIU3 PS +15V MODULE B FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +15V MODULE B FUSE BLOWN,1.0,0.0
MCS:EP DIU3 PS +15V MODULE B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +28V DSP MODULE A FAILR,1.0,0.0
MCS:EP DIU3 PS +28V DSP MODULE A FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +28V DSP MODULE A FUSE BLOWN,1.0,0.0
MCS:EP DIU3 PS +28V DSP MODULE A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +28V DSP MODULE B FAILR,1.0,0.0
MCS:EP DIU3 PS +28V DSP MODULE B FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +28V DSP MODULE B FUSE BLOWN,1.0,0.0
MCS:EP DIU3 PS +28V DSP MODULE B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +28V ENAB,1.0,0.0
MCS:EP DIU3 PS +28V ENAB (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +28V FAN MODULE A FAILR,1.0,0.0
MCS:EP DIU3 PS +28V FAN MODULE A FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +28V FAN MODULE A FUSE BLOWN,1.0,0.0
MCS:EP DIU3 PS +28V FAN MODULE A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +28V FAN MODULE B FAILR,1.0,0.0
MCS:EP DIU3 PS +28V FAN MODULE B FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +28V FAN MODULE B FUSE BLOWN,1.0,0.0
MCS:EP DIU3 PS +28V FAN MODULE B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +3.3V MODULE A FAILR,1.0,0.0
MCS:EP DIU3 PS +3.3V MODULE A FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +3.3V MODULE A FUSE BLOWN,1.0,0.0
MCS:EP DIU3 PS +3.3V MODULE A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +3.3V MODULE B FAILR,1.0,0.0
MCS:EP DIU3 PS +3.3V MODULE B FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +3.3V MODULE B FUSE BLOWN,1.0,0.0
MCS:EP DIU3 PS +3.3V MODULE B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +5V MODULE A FAILR,1.0,0.0
MCS:EP DIU3 PS +5V MODULE A FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +5V MODULE A FUSE BLOWN,1.0,0.0
MCS:EP DIU3 PS +5V MODULE A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +5V MODULE B FAILR,1.0,0.0
MCS:EP DIU3 PS +5V MODULE B FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS +5V MODULE B FUSE BLOWN,1.0,0.0
MCS:EP DIU3 PS +5V MODULE B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS 1 OVRTEMP,1.0,0.0
MCS:EP DIU3 PS 1 OVRTEMP (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS -12V MODULE A FAILR,1.0,0.0
MCS:EP DIU3 PS -12V MODULE A FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS -12V MODULE A FUSE BLOWN,1.0,0.0
MCS:EP DIU3 PS -12V MODULE A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS -12V MODULE B FAILR,1.0,0.0
MCS:EP DIU3 PS -12V MODULE B FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS -12V MODULE B FUSE BLOWN,1.0,0.0
MCS:EP DIU3 PS -12V MODULE B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS -15V MODULE A FAILR,1.0,0.0
MCS:EP DIU3 PS -15V MODULE A FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS -15V MODULE A FUSE BLOWN,1.0,0.0
MCS:EP DIU3 PS -15V MODULE A FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS -15V MODULE B FAILR,1.0,0.0
MCS:EP DIU3 PS -15V MODULE B FAILR (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS -15V MODULE B FUSE BLOWN,1.0,0.0
MCS:EP DIU3 PS -15V MODULE B FUSE BLOWN (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS 2 OVRTEMP,1.0,0.0
MCS:EP DIU3 PS 2 OVRTEMP (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS 3 OVRTEMP,1.0,0.0
MCS:EP DIU3 PS 3 OVRTEMP (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS 4 OVRTEMP,1.0,0.0
MCS:EP DIU3 PS 4 OVRTEMP (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS FAN B1 SPD,10000.0,500.0
MCS:EP DIU3 PS FAN B1 SPD LOW,1.0,0.0
MCS:EP DIU3 PS FAN B1 SPD LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PS FAN B2 SPD,10000.0,500.0
MCS:EP DIU3 PS FAN B2 SPD LOW,1.0,0.0
MCS:EP DIU3 PS FAN B2 SPD LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU3 PWR CTRL RELAY SHIELD ERR,1.0,0.0
MCS:EP DIU3 RELAY CARD A7 SHIELD ERR,1.0,0.0
MCS:EP DIU3 SELFTEST COUNTER,1.0E10,-1.0E10
MCS:EP DIU3 TO DC CHAN T/O,1.0,0.0
MCS:EP DIU3 TO DC CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU3 TO EP DIU1 CHAN T/O,1.0,0.0
MCS:EP DIU3 TO EP DIU1 CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU3 TO EP DIU2 CHAN T/O,1.0,0.0
MCS:EP DIU3 TO EP DIU2 CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU3 TO FADC 3 CHAN T/O,1.0,0.0
MCS:EP DIU3 TO FADC 3 CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU3 TO PA DIU4 CHAN T/O,1.0,0.0
MCS:EP DIU3 TO PA DIU4 CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU3 TO PA DIU5 CHAN T/O,1.0,0.0
MCS:EP DIU3 TO PA DIU5 CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU3 TO UCC 1 SP CHAN T/O,1.0,0.0
MCS:EP DIU3 TO UCC 1 SP CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU3 TO UCC 1 WS CHAN T/O,1.0,0.0
MCS:EP DIU3 TO UCC 1 WS CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU3 TO UCC 2 SP CHAN T/O,1.0,0.0
MCS:EP DIU3 TO UCC 2 SP CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU3 TO UCC 2 WS CHAN T/O,1.0,0.0
MCS:EP DIU3 TO UCC 2 WS CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU3 TO UCC 3 SP CHAN T/O,1.0,0.0
MCS:EP DIU3 TO UCC 3 SP CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU3 TO UCC 3 WS CHAN T/O,1.0,0.0
MCS:EP DIU3 TO UCC 3 WS CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU3 TO UCC 4 SP CHAN T/O,1.0,0.0
MCS:EP DIU3 TO UCC 4 SP CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU3 TO UCC 4 WS CHAN T/O,1.0,0.0
MCS:EP DIU3 TO UCC 4 WS CHAN T/O (DUPSIG_01),1.0,0.0
MCS:EP DIU3 UNIT CTRLR,1.0E10,-1.0E10
MCS:EP DIU3 UPS BYP ON,1.0,0.0
MCS:EP DIU3 UPS BYP ON (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME FAN 1 SPD,10000.0,500.0
MCS:EP DIU3 VME FAN 1 SPD LOW,1.0,0.0
MCS:EP DIU3 VME FAN 1 SPD LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME FAN 2 SPD,10000.0,500.0
MCS:EP DIU3 VME FAN 2 SPD LOW,1.0,0.0
MCS:EP DIU3 VME FAN 2 SPD LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME FAN 3 SPD,10000.0,500.0
MCS:EP DIU3 VME FAN 3 SPD LOW,1.0,0.0
MCS:EP DIU3 VME FAN 3 SPD LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME FAN 4 SPD,10000.0,500.0
MCS:EP DIU3 VME FAN 4 SPD LOW,1.0,0.0
MCS:EP DIU3 VME FAN 4 SPD LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME GND ISOLATION LOW,1.0,0.0
MCS:EP DIU3 VME GND ISOLATION LOW (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME VOLT +12V,13.2,10.8
MCS:EP DIU3 VME VOLT +12V (DUPSIG_01),13.2,10.8
MCS:EP DIU3 VME VOLT +12V HI,1.0,0.0
MCS:EP DIU3 VME VOLT +12V HI (DUPSIG_01),1.0,0.0
MCS:EP DIU3 VME VOLT +12V LOW,1.0,0.0
